date,frequency,keyword
2014-03-15,0,Cafe
2014-03-16,0,Cafe
2014-03-17,1,Cafe
2014-03-18,2,Cafe
2014-03-19,0,Cafe
2014-03-20,0,Cafe
2014-03-21,1,Cafe
2014-03-22,0,Cafe
2014-03-23,0,Cafe
2014-03-24,0,Cafe
2014-03-25,0,Cafe
2014-03-26,1,Cafe
2014-03-27,0,Cafe
2014-03-28,0,Cafe
2014-03-29,0,Cafe
2014-03-30,0,Cafe
2014-03-31,2,Cafe
2014-03-01,0,Valentines
2014-03-02,1,Valentines
2014-03-03,0,Valentines
2014-03-04,0,Valentines
2014-03-05,0,Valentines
2014-03-06,0,Valentines
2014-03-07,0,Valentines
2014-03-08,1,Valentines
2014-03-09,0,Valentines
2014-03-10,0,Valentines
2014-03-11,0,Valentines
2014-03-12,0,Valentines
2014-03-13,0,Valentines
2014-03-14,0,Valentines
2014-03-15,0,Valentines
2014-03-16,0,Valentines
2014-03-17,0,Valentines
2014-03-18,0,Valentines
2014-03-19,0,Valentines
2014-03-20,0,Valentines
2014-03-21,0,Valentines
2014-03-22,0,Valentines
2014-03-23,0,Valentines
2014-03-24,0,Valentines
2014-03-25,0,Valentines
2014-03-26,0,Valentines
2014-03-27,0,Valentines
2014-03-28,0,Valentines
2014-03-29,0,Valentines
2014-03-30,0,Valentines
2014-03-31,0,Valentines
2014-03-01,0,Oakland
2014-03-02,0,Oakland
2014-03-03,1,Oakland
2014-03-04,0,Oakland
2014-03-05,2,Oakland
2014-03-06,0,Oakland
2014-03-07,0,Oakland
2014-03-08,0,Oakland
2014-03-09,0,Oakland
2014-03-10,0,Oakland
2014-03-11,1,Oakland
2014-03-12,0,Oakland
2014-03-13,0,Oakland
2014-03-14,0,Oakland
2014-03-15,0,Oakland
2014-03-16,1,Oakland
2014-03-17,0,Oakland
2014-03-18,0,Oakland
2014-03-19,0,Oakland
2014-03-20,0,Oakland
2014-03-21,0,Oakland
2014-03-22,0,Oakland
2014-03-23,0,Oakland
2014-03-24,1,Oakland
2014-03-25,0,Oakland
2014-03-26,0,Oakland
2014-03-27,0,Oakland
2014-03-28,0,Oakland
2014-03-29,0,Oakland
2014-03-30,1,Oakland
2014-03-31,1,Oakland
2014-03-01,0,Chicken
2014-03-02,0,Chicken
2014-03-03,0,Chicken
2014-03-04,0,Chicken
2014-03-05,1,Chicken
2014-03-06,0,Chicken
2014-03-07,0,Chicken
2014-03-08,0,Chicken
2014-03-09,0,Chicken
2014-03-10,1,Chicken
2014-03-11,0,Chicken
2014-03-12,1,Chicken
2014-03-13,2,Chicken
2014-03-14,0,Chicken
2014-03-15,0,Chicken
2014-03-16,0,Chicken
2014-03-17,1,Chicken
2014-03-18,0,Chicken
2014-03-19,0,Chicken
2014-03-20,1,Chicken
2014-03-21,0,Chicken
2014-03-22,0,Chicken
2014-03-23,0,Chicken
2014-03-24,0,Chicken
2014-03-25,1,Chicken
2014-03-26,0,Chicken
2014-03-27,0,Chicken
2014-03-28,0,Chicken
2014-03-29,1,Chicken
2014-03-30,0,Chicken
2014-03-31,0,Chicken
2014-03-01,0,Square
2014-03-02,0,Square
2014-03-03,1,Square
2014-03-04,1,Square
2014-03-05,0,Square
2014-03-06,0,Square
2014-03-07,1,Square
2014-03-08,1,Square
2014-03-09,0,Square
2014-03-10,0,Square
2014-03-11,2,Square
2014-03-12,0,Square
2014-03-13,0,Square
2014-03-14,1,Square
2014-03-15,0,Square
2014-03-16,0,Square
2014-03-17,0,Square
2014-03-18,1,Square
2014-03-19,1,Square
2014-03-20,1,Square
2014-03-21,0,Square
2014-03-22,1,Square
2014-03-23,0,Square
2014-03-24,0,Square
2014-03-25,0,Square
2014-03-26,0,Square
2014-03-27,0,Square
2014-03-28,0,Square
2014-03-29,0,Square
2014-03-30,0,Square
2014-03-31,0,Square
2014-03-01,0,Shadyside
2014-03-02,1,Shadyside
2014-03-03,2,Shadyside
2014-03-04,0,Shadyside
2014-03-05,0,Shadyside
2014-03-06,0,Shadyside
2014-03-07,0,Shadyside
2014-03-08,0,Shadyside
2014-03-09,0,Shadyside
2014-03-10,0,Shadyside
2014-03-11,0,Shadyside
2014-03-12,0,Shadyside
2014-03-13,0,Shadyside
2014-03-14,0,Shadyside
2014-03-15,0,Shadyside
2014-03-16,0,Shadyside
2014-03-17,0,Shadyside
2014-03-18,0,Shadyside
2014-03-19,0,Shadyside
2014-03-20,0,Shadyside
2014-03-21,0,Shadyside
2014-03-22,3,Shadyside
2014-03-23,0,Shadyside
2014-03-24,1,Shadyside
2014-03-25,0,Shadyside
2014-03-26,0,Shadyside
2014-03-27,0,Shadyside
2014-03-28,0,Shadyside
2014-03-29,0,Shadyside
2014-03-30,0,Shadyside
2014-03-31,0,Shadyside
2014-03-01,0,Market
2014-03-02,0,Market
2014-03-03,0,Market
2014-03-04,0,Market
2014-03-05,0,Market
2014-03-06,1,Market
2014-03-07,0,Market
2014-03-08,1,Market
2014-03-09,0,Market
2014-03-10,0,Market
2014-03-11,1,Market
2014-03-12,0,Market
2014-03-13,0,Market
2014-03-14,0,Market
2014-03-15,0,Market
2014-03-16,0,Market
2014-03-17,0,Market
2014-03-18,0,Market
2014-03-19,0,Market
2014-03-20,0,Market
2014-03-21,1,Market
2014-03-22,0,Market
2014-03-23,0,Market
2014-03-24,0,Market
2014-03-25,0,Market
2014-03-26,0,Market
2014-03-27,0,Market
2014-03-28,0,Market
2014-03-29,1,Market
2014-03-30,0,Market
2014-03-31,0,Market
2014-03-01,0,Burger
2014-03-02,0,Burger
2014-03-03,0,Burger
2014-03-04,0,Burger
2014-03-05,1,Burger
2014-03-06,1,Burger
2014-03-07,1,Burger
2014-03-08,0,Burger
2014-03-09,0,Burger
2014-03-10,0,Burger
2014-03-11,1,Burger
2014-03-12,0,Burger
2014-03-13,0,Burger
2014-03-14,0,Burger
2014-03-15,1,Burger
2014-03-16,0,Burger
2014-03-17,1,Burger
2014-03-18,1,Burger
2014-03-19,0,Burger
2014-03-20,1,Burger
2014-03-21,0,Burger
2014-03-22,0,Burger
2014-03-23,0,Burger
2014-03-24,0,Burger
2014-03-25,1,Burger
2014-03-26,1,Burger
2014-03-27,0,Burger
2014-03-28,0,Burger
2014-03-29,1,Burger
2014-03-30,2,Burger
2014-03-31,0,Burger
2014-03-01,0,BBQ
2014-03-02,0,BBQ
2014-03-03,0,BBQ
2014-03-04,1,BBQ
2014-03-05,0,BBQ
2014-03-06,1,BBQ
2014-03-07,0,BBQ
2014-03-08,0,BBQ
2014-03-09,0,BBQ
2014-03-10,1,BBQ
2014-03-11,0,BBQ
2014-03-12,0,BBQ
2014-03-13,0,BBQ
2014-03-14,0,BBQ
2014-03-15,1,BBQ
2014-03-16,1,BBQ
2014-03-17,0,BBQ
2014-03-18,1,BBQ
2014-03-19,1,BBQ
2014-03-20,1,BBQ
2014-03-21,0,BBQ
2014-03-22,2,BBQ
2014-03-23,0,BBQ
2014-03-24,0,BBQ
2014-03-25,1,BBQ
2014-03-26,1,BBQ
2014-03-27,1,BBQ
2014-03-28,0,BBQ
2014-03-29,1,BBQ
2014-03-30,0,BBQ
2014-03-31,2,BBQ
2014-03-01,0,Penn
2014-03-02,0,Penn
2014-03-03,0,Penn
2014-03-04,0,Penn
2014-03-05,2,Penn
2014-03-06,0,Penn
2014-03-07,0,Penn
2014-03-08,0,Penn
2014-03-09,0,Penn
2014-03-10,1,Penn
2014-03-11,1,Penn
2014-03-12,0,Penn
2014-03-13,0,Penn
2014-03-14,0,Penn
2014-03-15,1,Penn
2014-03-16,0,Penn
2014-03-17,0,Penn
2014-03-18,0,Penn
2014-03-19,0,Penn
2014-03-20,0,Penn
2014-03-21,0,Penn
2014-03-22,0,Penn
2014-03-23,1,Penn
2014-03-24,1,Penn
2014-03-25,2,Penn
2014-03-26,0,Penn
2014-03-27,0,Penn
2014-03-28,1,Penn
2014-03-29,1,Penn
2014-03-30,0,Penn
2014-03-31,1,Penn
2014-03-01,1,Strip
2014-03-02,0,Strip
2014-03-03,1,Strip
2014-03-04,0,Strip
2014-03-05,1,Strip
2014-03-06,0,Strip
2014-03-07,0,Strip
2014-03-08,1,Strip
2014-03-09,0,Strip
2014-03-10,0,Strip
2014-03-11,2,Strip
2014-03-12,0,Strip
2014-03-13,0,Strip
2014-03-14,0,Strip
2014-03-15,1,Strip
2014-03-16,1,Strip
2014-03-17,0,Strip
2014-03-18,0,Strip
2014-03-19,0,Strip
2014-03-20,0,Strip
2014-03-21,0,Strip
2014-03-22,0,Strip
2014-03-23,1,Strip
2014-03-24,2,Strip
2014-03-25,0,Strip
2014-03-26,0,Strip
2014-03-27,0,Strip
2014-03-28,1,Strip
2014-03-29,1,Strip
2014-03-30,1,Strip
2014-03-31,0,Strip
2014-03-01,0,Grill
2014-03-02,0,Grill
2014-03-03,1,Grill
2014-03-04,0,Grill
2014-03-05,0,Grill
2014-03-06,1,Grill
2014-03-07,0,Grill
2014-03-08,0,Grill
2014-03-09,0,Grill
2014-03-10,0,Grill
2014-03-11,1,Grill
2014-03-12,0,Grill
2014-03-13,0,Grill
2014-03-14,0,Grill
2014-03-15,2,Grill
2014-03-16,0,Grill
2014-03-17,0,Grill
2014-03-18,0,Grill
2014-03-19,0,Grill
2014-03-20,0,Grill
2014-03-21,0,Grill
2014-03-22,1,Grill
2014-03-23,0,Grill
2014-03-24,0,Grill
2014-03-25,0,Grill
2014-03-26,0,Grill
2014-03-27,0,Grill
2014-03-28,0,Grill
2014-03-29,1,Grill
2014-03-30,1,Grill
2014-03-31,1,Grill
2014-03-01,0,Thursday
2014-03-02,0,Thursday
2014-03-03,1,Thursday
2014-03-04,1,Thursday
2014-03-05,0,Thursday
2014-03-06,2,Thursday
2014-03-07,0,Thursday
2014-03-08,0,Thursday
2014-03-09,1,Thursday
2014-03-10,1,Thursday
2014-03-11,1,Thursday
2014-03-12,1,Thursday
2014-03-13,0,Thursday
2014-03-14,0,Thursday
2014-03-15,0,Thursday
2014-03-16,0,Thursday
2014-03-17,2,Thursday
2014-03-18,0,Thursday
2014-03-19,0,Thursday
2014-03-20,1,Thursday
2014-03-21,1,Thursday
2014-03-22,0,Thursday
2014-03-23,0,Thursday
2014-03-24,0,Thursday
2014-03-25,0,Thursday
2014-03-26,0,Thursday
2014-03-27,0,Thursday
2014-03-28,2,Thursday
2014-03-29,1,Thursday
2014-03-30,0,Thursday
2014-03-31,0,Thursday
2014-03-01,0,Burgatory
2014-03-02,0,Burgatory
2014-03-03,0,Burgatory
2014-03-04,0,Burgatory
2014-03-05,0,Burgatory
2014-03-06,0,Burgatory
2014-03-07,0,Burgatory
2014-03-08,0,Burgatory
2014-03-09,0,Burgatory
2014-03-10,0,Burgatory
2014-03-11,0,Burgatory
2014-03-12,0,Burgatory
2014-03-13,0,Burgatory
2014-03-14,0,Burgatory
2014-03-15,0,Burgatory
2014-03-16,0,Burgatory
2014-03-17,0,Burgatory
2014-03-18,0,Burgatory
2014-03-19,0,Burgatory
2014-03-20,1,Burgatory
2014-03-21,0,Burgatory
2014-03-22,1,Burgatory
2014-03-23,0,Burgatory
2014-03-24,0,Burgatory
2014-03-25,0,Burgatory
2014-03-26,0,Burgatory
2014-03-27,0,Burgatory
2014-03-28,0,Burgatory
2014-03-29,0,Burgatory
2014-03-30,0,Burgatory
2014-03-31,0,Burgatory
2014-03-01,1,Street
2014-03-02,0,Street
2014-03-03,1,Street
2014-03-04,0,Street
2014-03-05,1,Street
2014-03-06,1,Street
2014-03-07,0,Street
2014-03-08,0,Street
2014-03-09,0,Street
2014-03-10,2,Street
2014-03-11,0,Street
2014-03-12,0,Street
2014-03-13,1,Street
2014-03-14,0,Street
2014-03-15,0,Street
2014-03-16,0,Street
2014-03-17,0,Street
2014-03-18,0,Street
2014-03-19,0,Street
2014-03-20,0,Street
2014-03-21,0,Street
2014-03-22,0,Street
2014-03-23,0,Street
2014-03-24,1,Street
2014-03-25,0,Street
2014-03-26,0,Street
2014-03-27,0,Street
2014-03-28,0,Street
2014-03-29,0,Street
2014-03-30,0,Street
2014-03-31,0,Street
2014-03-01,0,Highly
2014-03-02,0,Highly
2014-03-03,0,Highly
2014-03-04,0,Highly
2014-03-05,0,Highly
2014-03-06,0,Highly
2014-03-07,0,Highly
2014-03-08,0,Highly
2014-03-09,0,Highly
2014-03-10,0,Highly
2014-03-11,1,Highly
2014-03-12,0,Highly
2014-03-13,1,Highly
2014-03-14,0,Highly
2014-03-15,0,Highly
2014-03-16,0,Highly
2014-03-17,0,Highly
2014-03-18,0,Highly
2014-03-19,0,Highly
2014-03-20,0,Highly
2014-03-21,1,Highly
2014-03-22,0,Highly
2014-03-23,1,Highly
2014-03-24,1,Highly
2014-03-25,0,Highly
2014-03-26,0,Highly
2014-03-27,0,Highly
2014-03-28,0,Highly
2014-03-29,0,Highly
2014-03-30,0,Highly
2014-03-31,0,Highly
2014-03-01,0,Pork
2014-03-02,0,Pork
2014-03-03,0,Pork
2014-03-04,0,Pork
2014-03-05,1,Pork
2014-03-06,0,Pork
2014-03-07,0,Pork
2014-03-08,0,Pork
2014-03-09,0,Pork
2014-03-10,0,Pork
2014-03-11,0,Pork
2014-03-12,1,Pork
2014-03-13,0,Pork
2014-03-14,0,Pork
2014-03-15,1,Pork
2014-03-16,1,Pork
2014-03-17,2,Pork
2014-03-18,0,Pork
2014-03-19,0,Pork
2014-03-20,0,Pork
2014-03-21,1,Pork
2014-03-22,1,Pork
2014-03-23,0,Pork
2014-03-24,0,Pork
2014-03-25,0,Pork
2014-03-26,0,Pork
2014-03-27,0,Pork
2014-03-28,0,Pork
2014-03-29,0,Pork
2014-03-30,0,Pork
2014-03-31,0,Pork
2014-03-01,0,Hill
2014-03-02,1,Hill
2014-03-03,0,Hill
2014-03-04,0,Hill
2014-03-05,1,Hill
2014-03-06,0,Hill
2014-03-07,0,Hill
2014-03-08,0,Hill
2014-03-09,0,Hill
2014-03-10,1,Hill
2014-03-11,1,Hill
2014-03-12,0,Hill
2014-03-13,0,Hill
2014-03-14,0,Hill
2014-03-15,0,Hill
2014-03-16,0,Hill
2014-03-17,1,Hill
2014-03-18,0,Hill
2014-03-19,0,Hill
2014-03-20,0,Hill
2014-03-21,0,Hill
2014-03-22,1,Hill
2014-03-23,0,Hill
2014-03-24,1,Hill
2014-03-25,1,Hill
2014-03-26,0,Hill
2014-03-27,0,Hill
2014-03-28,0,Hill
2014-03-29,1,Hill
2014-03-30,0,Hill
2014-03-31,0,Hill
2014-03-01,1,Park
2014-03-02,1,Park
2014-03-03,0,Park
2014-03-04,0,Park
2014-03-05,0,Park
2014-03-06,0,Park
2014-03-07,0,Park
2014-03-08,0,Park
2014-03-09,0,Park
2014-03-10,1,Park
2014-03-11,0,Park
2014-03-12,1,Park
2014-03-13,0,Park
2014-03-14,0,Park
2014-03-15,1,Park
2014-03-16,0,Park
2014-03-17,0,Park
2014-03-18,0,Park
2014-03-19,1,Park
2014-03-20,0,Park
2014-03-21,0,Park
2014-03-22,0,Park
2014-03-23,0,Park
2014-03-24,1,Park
2014-03-25,1,Park
2014-03-26,0,Park
2014-03-27,0,Park
2014-03-28,0,Park
2014-03-29,0,Park
2014-03-30,0,Park
2014-03-31,1,Park
2014-03-01,0,East
2014-03-02,0,East
2014-03-03,0,East
2014-03-04,0,East
2014-03-05,1,East
2014-03-06,0,East
2014-03-07,1,East
2014-03-08,0,East
2014-03-09,0,East
2014-03-10,2,East
2014-03-11,0,East
2014-03-12,0,East
2014-03-13,0,East
2014-03-14,0,East
2014-03-15,0,East
2014-03-16,0,East
2014-03-17,0,East
2014-03-18,0,East
2014-03-19,0,East
2014-03-20,0,East
2014-03-21,0,East
2014-03-22,1,East
2014-03-23,0,East
2014-03-24,0,East
2014-03-25,0,East
2014-03-26,0,East
2014-03-27,0,East
2014-03-28,0,East
2014-03-29,0,East
2014-03-30,0,East
2014-03-31,0,East
2014-03-01,0,South
2014-03-02,1,South
2014-03-03,1,South
2014-03-04,1,South
2014-03-05,0,South
2014-03-06,0,South
2014-03-07,0,South
2014-03-08,1,South
2014-03-09,0,South
2014-03-10,1,South
2014-03-11,1,South
2014-03-12,0,South
2014-03-13,0,South
2014-03-14,0,South
2014-03-15,0,South
2014-03-16,0,South
2014-03-17,0,South
2014-03-18,1,South
2014-03-19,0,South
2014-03-20,1,South
2014-03-21,1,South
2014-03-22,0,South
2014-03-23,0,South
2014-03-24,0,South
2014-03-25,0,South
2014-03-26,0,South
2014-03-27,0,South
2014-03-28,1,South
2014-03-29,0,South
2014-03-30,0,South
2014-03-31,0,South
2014-03-01,0,Primanti
2014-03-02,0,Primanti
2014-03-03,0,Primanti
2014-03-04,1,Primanti
2014-03-05,0,Primanti
2014-03-06,0,Primanti
2014-03-07,0,Primanti
2014-03-08,0,Primanti
2014-03-09,0,Primanti
2014-03-10,1,Primanti
2014-03-11,0,Primanti
2014-03-12,0,Primanti
2014-03-13,0,Primanti
2014-03-14,0,Primanti
2014-03-15,0,Primanti
2014-03-16,0,Primanti
2014-03-17,0,Primanti
2014-03-18,1,Primanti
2014-03-19,1,Primanti
2014-03-20,0,Primanti
2014-03-21,0,Primanti
2014-03-22,0,Primanti
2014-03-23,1,Primanti
2014-03-24,0,Primanti
2014-03-25,0,Primanti
2014-03-26,0,Primanti
2014-03-27,0,Primanti
2014-03-28,2,Primanti
2014-03-29,0,Primanti
2014-03-30,1,Primanti
2014-03-31,2,Primanti
2014-03-01,0,Tuesday
2014-03-02,1,Tuesday
2014-03-03,0,Tuesday
2014-03-04,1,Tuesday
2014-03-05,1,Tuesday
2014-03-06,1,Tuesday
2014-03-07,0,Tuesday
2014-03-08,1,Tuesday
2014-03-09,0,Tuesday
2014-03-10,0,Tuesday
2014-03-11,0,Tuesday
2014-03-12,0,Tuesday
2014-03-13,0,Tuesday
2014-03-14,0,Tuesday
2014-03-15,0,Tuesday
2014-03-16,0,Tuesday
2014-03-17,0,Tuesday
2014-03-18,0,Tuesday
2014-03-19,0,Tuesday
2014-03-20,1,Tuesday
2014-03-21,2,Tuesday
2014-03-22,1,Tuesday
2014-03-23,0,Tuesday
2014-03-24,0,Tuesday
2014-03-25,0,Tuesday
2014-03-26,0,Tuesday
2014-03-27,0,Tuesday
2014-03-28,1,Tuesday
2014-03-29,0,Tuesday
2014-03-30,0,Tuesday
2014-03-31,1,Tuesday
2014-03-01,0,Yummy
2014-03-02,0,Yummy
2014-03-03,0,Yummy
2014-03-04,0,Yummy
2014-03-05,0,Yummy
2014-03-06,0,Yummy
2014-03-07,0,Yummy
2014-03-08,0,Yummy
2014-03-09,0,Yummy
2014-03-10,1,Yummy
2014-03-11,0,Yummy
2014-03-12,0,Yummy
2014-03-13,0,Yummy
2014-03-14,0,Yummy
2014-03-15,0,Yummy
2014-03-16,0,Yummy
2014-03-17,0,Yummy
2014-03-18,1,Yummy
2014-03-19,0,Yummy
2014-03-20,0,Yummy
2014-03-21,0,Yummy
2014-03-22,1,Yummy
2014-03-23,0,Yummy
2014-03-24,0,Yummy
2014-03-25,0,Yummy
2014-03-26,0,Yummy
2014-03-27,0,Yummy
2014-03-28,0,Yummy
2014-03-29,0,Yummy
2014-03-30,1,Yummy
2014-03-31,0,Yummy
2014-03-01,2,Food
2014-03-02,1,Food
2014-03-03,0,Food
2014-03-04,0,Food
2014-03-05,2,Food
2014-03-06,0,Food
2014-03-07,0,Food
2014-03-08,1,Food
2014-03-09,0,Food
2014-03-10,0,Food
2014-03-11,0,Food
2014-03-12,1,Food
2014-03-13,1,Food
2014-03-14,1,Food
2014-03-15,0,Food
2014-03-16,1,Food
2014-03-17,0,Food
2014-03-18,0,Food
2014-03-19,0,Food
2014-03-20,0,Food
2014-03-21,0,Food
2014-03-22,2,Food
2014-03-23,0,Food
2014-03-24,2,Food
2014-03-25,0,Food
2014-03-26,0,Food
2014-03-27,0,Food
2014-03-28,1,Food
2014-03-29,0,Food
2014-03-30,0,Food
2014-03-31,0,Food
2014-03-01,0,Side
2014-03-02,1,Side
2014-03-03,1,Side
2014-03-04,1,Side
2014-03-05,1,Side
2014-03-06,0,Side
2014-03-07,0,Side
2014-03-08,1,Side
2014-03-09,0,Side
2014-03-10,0,Side
2014-03-11,1,Side
2014-03-12,0,Side
2014-03-13,0,Side
2014-03-14,0,Side
2014-03-15,0,Side
2014-03-16,0,Side
2014-03-17,0,Side
2014-03-18,0,Side
2014-03-19,0,Side
2014-03-20,1,Side
2014-03-21,1,Side
2014-03-22,0,Side
2014-03-23,0,Side
2014-03-24,0,Side
2014-03-25,0,Side
2014-03-26,0,Side
2014-03-27,0,Side
2014-03-28,0,Side
2014-03-29,0,Side
2014-03-30,0,Side
2014-03-31,0,Side
2014-03-01,1,Pamela
2014-03-02,0,Pamela
2014-03-03,1,Pamela
2014-03-04,0,Pamela
2014-03-05,0,Pamela
2014-03-06,0,Pamela
2014-03-07,0,Pamela
2014-03-08,0,Pamela
2014-03-09,0,Pamela
2014-03-10,1,Pamela
2014-03-11,0,Pamela
2014-03-12,0,Pamela
2014-03-13,0,Pamela
2014-03-14,0,Pamela
2014-03-15,0,Pamela
2014-03-16,0,Pamela
2014-03-17,1,Pamela
2014-03-18,1,Pamela
2014-03-19,0,Pamela
2014-03-20,1,Pamela
2014-03-21,0,Pamela
2014-03-22,0,Pamela
2014-03-23,1,Pamela
2014-03-24,0,Pamela
2014-03-25,1,Pamela
2014-03-26,0,Pamela
2014-03-27,0,Pamela
2014-03-28,0,Pamela
2014-03-29,1,Pamela
2014-03-30,0,Pamela
2014-03-31,0,Pamela
2014-03-01,0,Thanksgiving
2014-03-02,0,Thanksgiving
2014-03-03,0,Thanksgiving
2014-03-04,0,Thanksgiving
2014-03-05,0,Thanksgiving
2014-03-06,0,Thanksgiving
2014-03-07,0,Thanksgiving
2014-03-08,0,Thanksgiving
2014-03-09,0,Thanksgiving
2014-03-10,0,Thanksgiving
2014-03-11,0,Thanksgiving
2014-03-12,0,Thanksgiving
2014-03-13,0,Thanksgiving
2014-03-14,0,Thanksgiving
2014-03-15,0,Thanksgiving
2014-03-16,1,Thanksgiving
2014-03-17,0,Thanksgiving
2014-03-18,0,Thanksgiving
2014-03-19,0,Thanksgiving
2014-03-20,0,Thanksgiving
2014-03-21,0,Thanksgiving
2014-03-22,0,Thanksgiving
2014-03-23,0,Thanksgiving
2014-03-24,0,Thanksgiving
2014-03-25,0,Thanksgiving
2014-03-26,0,Thanksgiving
2014-03-27,0,Thanksgiving
2014-03-28,0,Thanksgiving
2014-03-29,0,Thanksgiving
2014-03-30,0,Thanksgiving
2014-03-31,0,Thanksgiving
2014-04-01,0,Thai
2014-04-02,0,Thai
2014-04-03,1,Thai
2014-04-04,1,Thai
2014-04-05,3,Thai
2014-04-06,1,Thai
2014-04-07,0,Thai
2014-04-08,0,Thai
2014-04-09,0,Thai
2014-04-10,0,Thai
2014-04-11,0,Thai
2014-04-12,0,Thai
2014-04-13,3,Thai
2014-04-14,0,Thai
2014-04-15,1,Thai
2014-04-16,1,Thai
2014-04-17,0,Thai
2014-04-18,1,Thai
2014-04-19,2,Thai
2014-04-20,1,Thai
2014-04-21,1,Thai
2014-04-22,0,Thai
2014-04-23,1,Thai
2014-04-24,0,Thai
2014-04-25,1,Thai
2014-04-26,1,Thai
2014-04-27,2,Thai
2014-04-28,0,Thai
2014-04-29,2,Thai
2014-04-30,1,Thai
2014-04-01,0,Service
2014-04-02,1,Service
2014-04-03,1,Service
2014-04-04,3,Service
2014-04-05,3,Service
2014-04-06,4,Service
2014-04-07,0,Service
2014-04-08,2,Service
2014-04-09,2,Service
2014-04-10,0,Service
2014-04-11,0,Service
2014-04-12,0,Service
2014-04-13,1,Service
2014-04-14,0,Service
2014-04-15,1,Service
2014-04-16,3,Service
2014-04-17,0,Service
2014-04-18,0,Service
2014-04-19,1,Service
2014-04-20,0,Service
2014-04-21,0,Service
2014-04-22,0,Service
2014-04-23,1,Service
2014-04-24,0,Service
2014-04-25,1,Service
2014-04-26,0,Service
2014-04-27,2,Service
2014-04-28,0,Service
2014-04-29,0,Service
2014-04-30,2,Service
2014-04-01,1,Saturday
2014-04-02,0,Saturday
2014-04-03,3,Saturday
2014-04-04,0,Saturday
2014-04-05,3,Saturday
2014-04-06,0,Saturday
2014-04-07,0,Saturday
2014-04-08,3,Saturday
2014-04-09,0,Saturday
2014-04-10,1,Saturday
2014-04-11,0,Saturday
2014-04-12,2,Saturday
2014-04-13,1,Saturday
2014-04-14,2,Saturday
2014-04-15,3,Saturday
2014-04-16,0,Saturday
2014-04-17,0,Saturday
2014-04-18,2,Saturday
2014-04-19,0,Saturday
2014-04-20,1,Saturday
2014-04-21,1,Saturday
2014-04-22,2,Saturday
2014-04-23,0,Saturday
2014-04-24,1,Saturday
2014-04-25,1,Saturday
2014-04-26,0,Saturday
2014-04-27,0,Saturday
2014-04-28,0,Saturday
2014-04-29,0,Saturday
2014-04-30,1,Saturday
2014-04-01,0,Friday
2014-04-02,0,Friday
2014-04-03,1,Friday
2014-04-04,3,Friday
2014-04-05,2,Friday
2014-04-06,0,Friday
2014-04-07,0,Friday
2014-04-08,2,Friday
2014-04-09,0,Friday
2014-04-10,1,Friday
2014-04-11,0,Friday
2014-04-12,1,Friday
2014-04-13,1,Friday
2014-04-14,0,Friday
2014-04-15,1,Friday
2014-04-16,1,Friday
2014-04-17,0,Friday
2014-04-18,2,Friday
2014-04-19,1,Friday
2014-04-20,0,Friday
2014-04-21,0,Friday
2014-04-22,1,Friday
2014-04-23,1,Friday
2014-04-24,1,Friday
2014-04-25,0,Friday
2014-04-26,2,Friday
2014-04-27,3,Friday
2014-04-28,0,Friday
2014-04-29,1,Friday
2014-04-30,0,Friday
2014-04-01,2,Sunday
2014-04-02,1,Sunday
2014-04-03,1,Sunday
2014-04-04,1,Sunday
2014-04-05,2,Sunday
2014-04-06,4,Sunday
2014-04-07,1,Sunday
2014-04-08,1,Sunday
2014-04-09,0,Sunday
2014-04-10,1,Sunday
2014-04-11,0,Sunday
2014-04-12,1,Sunday
2014-04-13,2,Sunday
2014-04-14,0,Sunday
2014-04-15,2,Sunday
2014-04-16,2,Sunday
2014-04-17,2,Sunday
2014-04-18,0,Sunday
2014-04-19,0,Sunday
2014-04-20,0,Sunday
2014-04-21,1,Sunday
2014-04-22,2,Sunday
2014-04-23,3,Sunday
2014-04-24,0,Sunday
2014-04-25,1,Sunday
2014-04-26,0,Sunday
2014-04-27,3,Sunday
2014-04-28,1,Sunday
2014-04-29,3,Sunday
2014-04-30,3,Sunday
2014-04-01,0,New
2014-04-02,1,New
2014-04-03,0,New
2014-04-04,0,New
2014-04-05,0,New
2014-04-06,0,New
2014-04-07,0,New
2014-04-08,1,New
2014-04-09,1,New
2014-04-10,0,New
2014-04-11,0,New
2014-04-12,0,New
2014-04-13,0,New
2014-04-14,0,New
2014-04-15,1,New
2014-04-16,2,New
2014-04-17,0,New
2014-04-18,0,New
2014-04-19,2,New
2014-04-20,0,New
2014-04-21,0,New
2014-04-22,0,New
2014-04-23,0,New
2014-04-24,0,New
2014-04-25,0,New
2014-04-26,0,New
2014-04-27,0,New
2014-04-28,1,New
2014-04-29,1,New
2014-04-30,1,New
2014-04-01,2,BYOB
2014-04-02,0,BYOB
2014-04-03,0,BYOB
2014-04-04,3,BYOB
2014-04-05,0,BYOB
2014-04-06,0,BYOB
2014-04-07,0,BYOB
2014-04-08,2,BYOB
2014-04-09,0,BYOB
2014-04-10,0,BYOB
2014-04-11,0,BYOB
2014-04-12,1,BYOB
2014-04-13,1,BYOB
2014-04-14,0,BYOB
2014-04-15,1,BYOB
2014-04-16,0,BYOB
2014-04-17,0,BYOB
2014-04-18,0,BYOB
2014-04-19,2,BYOB
2014-04-20,0,BYOB
2014-04-21,0,BYOB
2014-04-22,3,BYOB
